job_id,title,company,location,work_mode,seniority,min_years,employment_type,track,required_skills,description
J0043,Full Stack Developer,Cornet Software,"Amman, Jordan",Hybrid,Junior,1,full-time,fullstack,Tailwind CSS; PostgreSQL; Node.js; TypeScript; Next.js; Express; JavaScript,"Cornet Software is hiring a Full Stack Developer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Tailwind CSS, PostgreSQL, Node.js, TypeScript, Next.js, Express, JavaScript."
J0044,ML Engineer (Junior),Solaris Energy Tech,Remote (Lebanon),Remote,Mid-level,3,full-time,data_ml,Pandas; RAG; SQL; Jupyter; Deep Learning; LLM Fine-tuning; Machine Learning,"Solaris Energy Tech is hiring a ML Engineer (Junior) to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Pandas, RAG, SQL, Jupyter, Deep Learning, LLM Fine-tuning, Machine Learning."
J0045,Data Platform Engineer Intern,Orbit Logistics,Remote (Europe timezone),Remote,Intern,0,internship,data_engineering,Data Warehousing; Airflow; Tableau; ETL; BigQuery; SQL; Spark,"Orbit Logistics is hiring a Data Platform Engineer Intern to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Data Warehousing, Airflow, Tableau, ETL, BigQuery, SQL, Spark."
J0046,Mobile Developer,Meridian Health Tech,"Jounieh, Lebanon",Hybrid,Mid-level,3,full-time,mobile,Swift; REST APIs; Dart; Kotlin; Jetpack Compose; Offline Sync; Git,"Meridian Health Tech is hiring a Mobile Developer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Swift, REST APIs, Dart, Kotlin, Jetpack Compose, Offline Sync, Git."
J0047,Cloud Engineer,Batroun Bytes,Cyprus,Hybrid,Junior,1,full-time,devops,Terraform; Grafana; CI/CD; Linux; GitHub Actions; GCP; Nginx,"Batroun Bytes is hiring a Cloud Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Cyprus (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Terraform, Grafana, CI/CD, Linux, GitHub Actions, GCP, Nginx."
J0048,SDET,Nasma Technologies,"Jounieh, Lebanon",Hybrid,Junior,1,full-time,qa,Selenium; Performance Testing; API Testing; Test Cases; Test Automation; JMeter; Playwright,"Nasma Technologies is hiring a SDET to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Selenium, Performance Testing, API Testing, Test Cases, Test Automation, JMeter, Playwright."
J0049,Cybersecurity Analyst Intern,Chouf Robotics,"Jounieh, Lebanon",Hybrid,Intern,0,internship,security,Linux; Threat Modeling; Network Security; SIEM; Wireshark; Cloud Security; OWASP Top 10,"Chouf Robotics is hiring a Cybersecurity Analyst Intern to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Linux, Threat Modeling, Network Security, SIEM, Wireshark, Cloud Security, OWASP Top 10."
J0050,Embedded Systems Developer,Phoenicia Software,"Beirut, Lebanon",On-site,Mid-level,3,full-time,embedded,PCB Basics; Microcontrollers; I2C/SPI; CAN Bus; RTOS; Hardware Debugging; Linux,"Phoenicia Software is hiring a Embedded Systems Developer to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: PCB Basics, Microcontrollers, I2C/SPI, CAN Bus, RTOS, Hardware Debugging, Linux."
J0051,Frontend Engineer,Orbit Logistics,"Amman, Jordan",Hybrid,Junior,1,full-time,frontend,Figma; GraphQL; Vite; Redux; CSS; JavaScript; React,"Orbit Logistics is hiring a Frontend Engineer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Figma, GraphQL, Vite, Redux, CSS, JavaScript, React."
J0052,API Engineer,Jounieh Digital,"Dubai, UAE",Hybrid,Mid-level,3,full-time,backend,SQL; Django; Docker; Git; gRPC; Redis; OAuth2,"Jounieh Digital is hiring a API Engineer to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: SQL, Django, Docker, Git, gRPC, Redis, OAuth2."
J0053,Full Stack Developer (MERN) Intern,Mount Tech Group,"Riyadh, Saudi Arabia",On-site,Intern,0,internship,fullstack,Testing; REST APIs; Node.js; Tailwind CSS; React; TypeScript; JavaScript,"Mount Tech Group is hiring a Full Stack Developer (MERN) Intern to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Testing, REST APIs, Node.js, Tailwind CSS, React, TypeScript, JavaScript."
J0054,NLP Engineer,Levant Cloud,"Amman, Jordan",Hybrid,Mid-level,3,full-time,data_ml,Machine Learning; Python; Pandas; MLflow; Jupyter; NumPy; LLM Fine-tuning,"Levant Cloud is hiring a NLP Engineer to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Machine Learning, Python, Pandas, MLflow, Jupyter, NumPy, LLM Fine-tuning."
J0055,BI Developer Intern,Kanzi Commerce,Cyprus,Hybrid,Intern,0,internship,data_engineering,Tableau; Snowflake; dbt; SQL; Power BI; Airflow; PostgreSQL,"Kanzi Commerce is hiring a BI Developer Intern to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Cyprus (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Tableau, Snowflake, dbt, SQL, Power BI, Airflow, PostgreSQL."
J0056,Mobile Developer,Cornet Software,Cyprus,Hybrid,Mid-level,3,full-time,mobile,Push Notifications; Kotlin; Firebase; Mobile UI; Dart; Flutter; Jetpack Compose,"Cornet Software is hiring a Mobile Developer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Cyprus (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Push Notifications, Kotlin, Firebase, Mobile UI, Dart, Flutter, Jetpack Compose."
J0057,Platform Engineer,Nasma Technologies,"Tripoli, Lebanon",On-site,Mid-level,3,full-time,devops,Terraform; Grafana; Docker; Bash; Nginx; Azure; Monitoring,"Nasma Technologies is hiring a Platform Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Terraform, Grafana, Docker, Bash, Nginx, Azure, Monitoring."
J0058,Quality Engineer,Chouf Robotics,"Amman, Jordan",Hybrid,Mid-level,3,full-time,qa,API Testing; Postman; JMeter; BDD; Playwright; Jira; Test Automation,"Chouf Robotics is hiring a Quality Engineer to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: API Testing, Postman, JMeter, BDD, Playwright, Jira, Test Automation."
J0059,Security Engineer,Anfeh Digital,"Riyadh, Saudi Arabia",On-site,Junior,1,full-time,security,OWASP Top 10; Threat Modeling; Cloud Security; Incident Response; Firewalls; Cryptography; Network Security,"Anfeh Digital is hiring a Security Engineer to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: OWASP Top 10, Threat Modeling, Cloud Security, Incident Response, Firewalls, Cryptography, Network Security."
J0060,Embedded Software Engineer Intern,Solaris Energy Tech,Remote (Europe timezone),Remote,Intern,0,internship,embedded,Low-power Design; Microcontrollers; C; Hardware Debugging; MQTT; Embedded C; RTOS,"Solaris Energy Tech is hiring a Embedded Software Engineer Intern to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Low-power Design, Microcontrollers, C, Hardware Debugging, MQTT, Embedded C, RTOS."
J0061,UI Engineer,Meridian Health Tech,Cyprus,Hybrid,Junior,1,full-time,frontend,Next.js; Accessibility (WCAG); CSS; Storybook; TypeScript; Redux; HTML,"Meridian Health Tech is hiring a UI Engineer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Cyprus (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Next.js, Accessibility (WCAG), CSS, Storybook, TypeScript, Redux, HTML."
J0062,Python Backend Engineer,Meridian Health Tech,Remote (Lebanon),Remote,Junior,1,full-time,backend,Python; SQL; OAuth2; Docker; Redis; Django; Celery,"Meridian Health Tech is hiring a Python Backend Engineer to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Python, SQL, OAuth2, Docker, Redis, Django, Celery."
J0063,Full Stack Developer,Batroun Bytes,"Dubai, UAE",Hybrid,Mid-level,3,full-time,fullstack,Supabase; Tailwind CSS; Node.js; Git; MongoDB; Docker; PostgreSQL,"Batroun Bytes is hiring a Full Stack Developer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Supabase, Tailwind CSS, Node.js, Git, MongoDB, Docker, PostgreSQL."
J0064,Machine Learning Engineer,Byblos Analytics,"Riyadh, Saudi Arabia",On-site,Junior,1,full-time,data_ml,Pandas; LangChain; PyTorch; LLM Fine-tuning; Transformers; Jupyter; SQL,"Byblos Analytics is hiring a Machine Learning Engineer to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Pandas, LangChain, PyTorch, LLM Fine-tuning, Transformers, Jupyter, SQL."
J0065,Data Platform Engineer Intern,Nasma Technologies,Remote (MENA),Remote,Intern,0,internship,data_engineering,Data Warehousing; ETL; Tableau; Snowflake; Pandas; Data Modeling; Python,"Nasma Technologies is hiring a Data Platform Engineer Intern to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (MENA) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Data Warehousing, ETL, Tableau, Snowflake, Pandas, Data Modeling, Python."
J0066,Android Engineer Intern,Zaitoun Labs,Cyprus,Hybrid,Intern,0,internship,mobile,Mobile UI; Offline Sync; Git; Dart; App Store Deployment; Push Notifications; REST APIs,"Zaitoun Labs is hiring a Android Engineer Intern to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Cyprus (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Mobile UI, Offline Sync, Git, Dart, App Store Deployment, Push Notifications, REST APIs."
J0067,Site Reliability Engineer Intern,Sidon Systems,Remote (MENA),Remote,Intern,0,internship,devops,GCP; Monitoring; Terraform; CI/CD; Bash; Prometheus; AWS,"Sidon Systems is hiring a Site Reliability Engineer Intern to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (MENA) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: GCP, Monitoring, Terraform, CI/CD, Bash, Prometheus, AWS."
J0068,Junior QA Analyst,Byblos Analytics,"Jounieh, Lebanon",Hybrid,Junior,1,full-time,qa,JMeter; Cypress; API Testing; Manual Testing; Test Cases; Performance Testing; Python,"Byblos Analytics is hiring a Junior QA Analyst to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: JMeter, Cypress, API Testing, Manual Testing, Test Cases, Performance Testing, Python."
J0069,Junior Security Analyst,Chouf Robotics,"Amman, Jordan",Hybrid,Junior,1,full-time,security,Linux; Cryptography; Threat Modeling; SIEM; Incident Response; Wireshark; Cloud Security,"Chouf Robotics is hiring a Junior Security Analyst to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Linux, Cryptography, Threat Modeling, SIEM, Incident Response, Wireshark, Cloud Security."
J0070,IoT Engineer,Harbor Cloud,Remote (Lebanon),Remote,Mid-level,3,full-time,embedded,Hardware Debugging; Linux; C; Zephyr; I2C/SPI; Microcontrollers; MQTT,"Harbor Cloud is hiring a IoT Engineer to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Hardware Debugging, Linux, C, Zephyr, I2C/SPI, Microcontrollers, MQTT."
J0071,UI Engineer,OpenField Analytics,Cyprus,Hybrid,Mid-level,3,full-time,frontend,HTML; Jest; GraphQL; JavaScript; React; TypeScript; Figma,"OpenField Analytics is hiring a UI Engineer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Cyprus (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: HTML, Jest, GraphQL, JavaScript, React, TypeScript, Figma."
J0072,Node.js Developer Intern,Byblos Analytics,"Riyadh, Saudi Arabia",On-site,Intern,0,internship,backend,Node.js; Redis; SQL; Express; Microservices; Django; Celery,"Byblos Analytics is hiring a Node.js Developer Intern to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Node.js, Redis, SQL, Express, Microservices, Django, Celery."
J0073,Full Stack Developer (MERN) Intern,OpenField Analytics,Cyprus,Hybrid,Intern,0,internship,fullstack,Next.js; Docker; CI/CD; PostgreSQL; JavaScript; REST APIs; Node.js,"OpenField Analytics is hiring a Full Stack Developer (MERN) Intern to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Cyprus (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Next.js, Docker, CI/CD, PostgreSQL, JavaScript, REST APIs, Node.js."
J0074,NLP Engineer,Solaris Energy Tech,Remote (MENA),Remote,Mid-level,3,full-time,data_ml,Hugging Face; LLM Fine-tuning; Machine Learning; Python; PyTorch; Pandas; NumPy,"Solaris Energy Tech is hiring a NLP Engineer to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (MENA) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Hugging Face, LLM Fine-tuning, Machine Learning, Python, PyTorch, Pandas, NumPy."
J0075,Data Platform Engineer,Phoenicia Software,"Tripoli, Lebanon",On-site,Mid-level,3,full-time,data_engineering,SQL; dbt; Kafka; BigQuery; Airflow; Snowflake; Pandas,"Phoenicia Software is hiring a Data Platform Engineer to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: SQL, dbt, Kafka, BigQuery, Airflow, Snowflake, Pandas."
J0076,iOS Engineer,Cornet Software,"Amman, Jordan",Hybrid,Mid-level,3,full-time,mobile,Jetpack Compose; Flutter; Dart; REST APIs; Firebase; Push Notifications; React Native,"Cornet Software is hiring a iOS Engineer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Jetpack Compose, Flutter, Dart, REST APIs, Firebase, Push Notifications, React Native."
J0077,Site Reliability Engineer,Beirut Data Labs,"Dubai, UAE",On-site,Mid-level,3,full-time,devops,Kubernetes; Terraform; Bash; CI/CD; GitHub Actions; Prometheus; Ansible,"Beirut Data Labs is hiring a Site Reliability Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Kubernetes, Terraform, Bash, CI/CD, GitHub Actions, Prometheus, Ansible."
J0078,Test Automation Engineer Intern,Orbit Logistics,"Jounieh, Lebanon",Hybrid,Intern,0,internship,qa,Playwright; Manual Testing; JMeter; Selenium; Python; Postman; CI/CD,"Orbit Logistics is hiring a Test Automation Engineer Intern to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Playwright, Manual Testing, JMeter, Selenium, Python, Postman, CI/CD."
J0079,Junior Security Analyst Intern,Nasma Technologies,"Tripoli, Lebanon",On-site,Intern,0,internship,security,Cryptography; Firewalls; Threat Modeling; ISO 27001; Network Security; Penetration Testing; Linux,"Nasma Technologies is hiring a Junior Security Analyst Intern to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Cryptography, Firewalls, Threat Modeling, ISO 27001, Network Security, Penetration Testing, Linux."
J0080,Embedded Systems Developer,Meridian Health Tech,"Beirut, Lebanon",Hybrid,Mid-level,3,full-time,embedded,Zephyr; Low-power Design; Python; C++; Hardware Debugging; Embedded C; I2C/SPI,"Meridian Health Tech is hiring a Embedded Systems Developer to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Zephyr, Low-power Design, Python, C++, Hardware Debugging, Embedded C, I2C/SPI."
J0081,Frontend Engineer,Beirut Data Labs,"Dubai, UAE",Hybrid,Junior,1,full-time,frontend,HTML; Storybook; Figma; Jest; Tailwind CSS; TypeScript; Redux,"Beirut Data Labs is hiring a Frontend Engineer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: HTML, Storybook, Figma, Jest, Tailwind CSS, TypeScript, Redux."
J0082,Software Engineer (Backend),Solaris Energy Tech,Remote (Europe timezone),Remote,Junior,1,full-time,backend,Express; Microservices; Redis; SQL; Django; Celery; Docker,"Solaris Energy Tech is hiring a Software Engineer (Backend) to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Express, Microservices, Redis, SQL, Django, Celery, Docker."
J0083,Full Stack Developer,Vantage AI,"Jounieh, Lebanon",Hybrid,Mid-level,3,full-time,fullstack,React; Testing; Git; Node.js; REST APIs; Tailwind CSS; Docker,"Vantage AI is hiring a Full Stack Developer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: React, Testing, Git, Node.js, REST APIs, Tailwind CSS, Docker."
J0084,AI Engineer,Sidon Systems,"Tripoli, Lebanon",On-site,Mid-level,3,full-time,data_ml,SQL; Computer Vision; Python; PyTorch; Deep Learning; LangChain; Machine Learning,"Sidon Systems is hiring a AI Engineer to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: SQL, Computer Vision, Python, PyTorch, Deep Learning, LangChain, Machine Learning."
J0085,Junior Data Engineer,Atlas Fintech,Remote (MENA),Remote,Mid-level,3,full-time,data_engineering,Data Warehousing; Pandas; Python; Tableau; Kafka; PostgreSQL; Spark,"Atlas Fintech is hiring a Junior Data Engineer to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (MENA) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Data Warehousing, Pandas, Python, Tableau, Kafka, PostgreSQL, Spark."
J0086,React Native Developer Intern,Zaitoun Labs,"Beirut, Lebanon",Hybrid,Intern,0,internship,mobile,Flutter; Git; App Store Deployment; Mobile UI; Offline Sync; React Native; SwiftUI,"Zaitoun Labs is hiring a React Native Developer Intern to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Flutter, Git, App Store Deployment, Mobile UI, Offline Sync, React Native, SwiftUI."
J0087,Cloud Engineer Intern,Nasma Technologies,Cyprus,Hybrid,Intern,0,internship,devops,Prometheus; Docker; GitHub Actions; Kubernetes; Azure; Linux; CI/CD,"Nasma Technologies is hiring a Cloud Engineer Intern to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Cyprus (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Prometheus, Docker, GitHub Actions, Kubernetes, Azure, Linux, CI/CD."
J0088,Quality Engineer,Jounieh Digital,Remote (MENA),Remote,Junior,1,full-time,qa,Performance Testing; Postman; Manual Testing; Cypress; Python; CI/CD; Test Cases,"Jounieh Digital is hiring a Quality Engineer to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (MENA) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Performance Testing, Postman, Manual Testing, Cypress, Python, CI/CD, Test Cases."
J0089,SOC Analyst,OpenField Analytics,"Dubai, UAE",On-site,Junior,1,full-time,security,Burp Suite; Wireshark; Penetration Testing; Threat Modeling; Incident Response; Cryptography; Linux,"OpenField Analytics is hiring a SOC Analyst to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (On-site). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Burp Suite, Wireshark, Penetration Testing, Threat Modeling, Incident Response, Cryptography, Linux."
J0090,Firmware Engineer Intern,Batroun Bytes,Remote (Europe timezone),Remote,Intern,0,internship,embedded,Embedded C; CAN Bus; Linux; C++; C; PCB Basics; RTOS,"Batroun Bytes is hiring a Firmware Engineer Intern to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Embedded C, CAN Bus, Linux, C++, C, PCB Basics, RTOS."
J0091,React Developer Intern,Batroun Bytes,"Riyadh, Saudi Arabia",On-site,Intern,0,internship,frontend,Jest; Vite; Figma; Tailwind CSS; Storybook; JavaScript; HTML,"Batroun Bytes is hiring a React Developer Intern to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Jest, Vite, Figma, Tailwind CSS, Storybook, JavaScript, HTML."
J0092,API Engineer,Harbor Cloud,"Amman, Jordan",Hybrid,Mid-level,3,full-time,backend,Microservices; Django; Redis; Node.js; PostgreSQL; Python; RabbitMQ,"Harbor Cloud is hiring a API Engineer to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Microservices, Django, Redis, Node.js, PostgreSQL, Python, RabbitMQ."
J0093,Full Stack Developer (MERN) Intern,Cornet Software,Remote (Europe timezone),Remote,Intern,0,internship,fullstack,CI/CD; Node.js; Supabase; React; REST APIs; Docker; TypeScript,"Cornet Software is hiring a Full Stack Developer (MERN) Intern to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: CI/CD, Node.js, Supabase, React, REST APIs, Docker, TypeScript."
